filename,BST_sequential_build
constant_array_00000004.txt,0.016
constant_array_00000008.txt,0.012
constant_array_00000016.txt,0.021
constant_array_00000032.txt,0.065
constant_array_00000064.txt,0.232
constant_array_00000128.txt,0.939
constant_array_00000256.txt,4.596
constant_array_00000512.txt,13.1
