filename,AVL_halfing_build
constant_array_00000004.txt,0.034
constant_array_00000008.txt,0.012
constant_array_00000016.txt,0.015
constant_array_00000032.txt,0.026
constant_array_00000064.txt,0.047
constant_array_00000128.txt,0.088
constant_array_00000256.txt,0.175
constant_array_00000512.txt,0.348
